--large-name4--;XReactInstanceManagerImpl(Context,Activity,DefaultHardwareBackBtnHandler,JSBundleLoader,String,List<ReactPackage>,boolean,NotThreadSafeBridgeIdleDebugListener,LifecycleState,UIImplementationProvider,NativeModuleCallExceptionHandler,JSCConfig,RedBoxHandler,boolean)
--large-name2--;XReactInstanceManagerImpl(Context,Activity,DefaultHardwareBackBtnHandler,String,String,List<ReactPackage>,boolean,NotThreadSafeBridgeIdleDebugListener,LifecycleState,UIImplementationProvider,NativeModuleCallExceptionHandler,JSCConfig,RedBoxHandler)
--large-name1--;ReactInstanceManagerImpl(Context,Activity,DefaultHardwareBackBtnHandler,String,String,List<ReactPackage>,boolean,NotThreadSafeBridgeIdleDebugListener,LifecycleState,UIImplementationProvider,NativeModuleCallExceptionHandler,JSCConfig,RedBoxHandler)
--large-name3--;XReactInstanceManagerImpl(Context,Activity,DefaultHardwareBackBtnHandler,JSBundleLoader,String,List<ReactPackage>,boolean,NotThreadSafeBridgeIdleDebugListener,LifecycleState,UIImplementationProvider,NativeModuleCallExceptionHandler,JSCConfig,RedBoxHandler)
